order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale
689,8/13/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Afternoon
690,10-05-2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night
691,04-01-2022,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Evening
692,1/13/2023,Frankie,Fastfood,50,14,700,Online,Mr.,Afternoon
693,11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Midnight
694,4/22/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight
695,8/24/2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Midnight
696,2/23/2023,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening
697,05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight
698,11/26/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night
699,09-09-2022,Cold coffee,Beverages,40,1,40,Online,Mr.,Evening
700,11/15/2022,Frankie,Fastfood,50,6,300,Cash,Mrs.,Evening
701,7/19/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening
702,3/25/2023,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Afternoon
703,11-01-2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Afternoon
704,8/14/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening
705,10-07-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening
706,02-05-2023,Frankie,Fastfood,50,8,400,Online,Mr.,Night
707,12/16/2022,Panipuri,Fastfood,20,2,40,Online,Mr.,Night
708,3/15/2023,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Midnight
709,2/22/2023,Cold coffee,Beverages,40,6,240,Cash,Mr.,Morning
710,3/15/2023,Sandwich,Fastfood,60,15,900,,Mr.,Night
711,10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Afternoon
712,12/17/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Midnight
713,12-02-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Morning
714,12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon
715,04-12-2022,Sandwich,Fastfood,60,1,60,Online,Mr.,Morning
716,12-03-2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Midnight
717,10-11-2022,Sugarcane juice,Beverages,25,15,375,,Mrs.,Evening
718,12/28/2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon
719,05-09-2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Midnight
720,05-10-2022,Frankie,Fastfood,50,14,700,Cash,Mrs.,Morning
721,8/13/2022,Panipuri,Fastfood,20,12,240,,Mr.,Afternoon
722,9/14/2022,Vadapav,Fastfood,20,15,300,,Mr.,Midnight
723,2/16/2023,Cold coffee,Beverages,40,10,400,Online,Mr.,Evening
724,6/27/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night
725,07-04-2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Afternoon
726,09-11-2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning
727,8/25/2022,Aalopuri,Fastfood,20,5,100,Cash,Mrs.,Midnight
728,08-03-2022,Vadapav,Fastfood,20,1,20,Online,Mr.,Midnight
729,11/24/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night
730,6/28/2022,Frankie,Fastfood,50,13,650,Cash,Mrs.,Afternoon
731,03-09-2023,Frankie,Fastfood,50,10,500,Cash,Mrs.,Afternoon
732,6/13/2022,Panipuri,Fastfood,20,7,140,,Mrs.,Midnight
733,02-03-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Evening
734,10-07-2022,Frankie,Fastfood,50,7,350,Cash,Mr.,Evening
735,08-10-2022,Panipuri,Fastfood,20,11,220,Cash,Mr.,Morning
736,9/25/2022,Panipuri,Fastfood,20,13,260,,Mr.,Afternoon
737,9/20/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Night
738,03-01-2023,Sandwich,Fastfood,60,4,240,Online,Mrs.,Morning
739,06-06-2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night
740,7/30/2022,Aalopuri,Fastfood,20,9,180,Cash,Mr.,Midnight
741,7/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon
742,11/18/2022,Panipuri,Fastfood,20,14,280,Online,Mr.,Night
743,11-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mr.,Morning
744,6/25/2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Morning
745,09-11-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Evening
746,08-05-2022,Sugarcane juice,Beverages,25,5,125,Online,Mrs.,Midnight
747,1/14/2023,Cold coffee,Beverages,40,3,120,Cash,Mrs.,Midnight
748,9/20/2022,Sandwich,Fastfood,60,14,840,Cash,Mrs.,Night
749,8/31/2022,Vadapav,Fastfood,20,11,220,Cash,Mr.,Morning
750,02-01-2023,Frankie,Fastfood,50,1,50,Online,Mr.,Evening
751,9/16/2022,Vadapav,Fastfood,20,2,40,Cash,Mr.,Afternoon
752,06-04-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Morning
753,6/26/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Midnight
754,12/29/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Evening
755,01-02-2023,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Night
756,10/21/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Morning
757,12/25/2022,Sugarcane juice,Beverages,25,11,275,Online,Mr.,Morning
758,9/25/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
759,12/25/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Midnight
760,11/14/2022,Sugarcane juice,Beverages,25,1,25,Online,Mrs.,Evening
761,11-12-2022,Sandwich,Fastfood,60,3,180,,Mrs.,Midnight
762,04-09-2022,Vadapav,Fastfood,20,12,240,Online,Mrs.,Midnight
763,07-04-2022,Vadapav,Fastfood,20,14,280,,Mrs.,Night
764,2/14/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
765,6/15/2022,Sandwich,Fastfood,60,13,780,Cash,Mr.,Night
766,6/19/2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Morning
767,2/26/2023,Frankie,Fastfood,50,8,400,Cash,Mrs.,Afternoon
768,01-12-2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Afternoon
769,06-07-2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Morning
770,2/22/2023,Aalopuri,Fastfood,20,8,160,Cash,Mrs.,Morning
771,8/15/2022,Panipuri,Fastfood,20,5,100,Online,Mrs.,Midnight
772,3/20/2023,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening
773,8/14/2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon
774,3/15/2023,Vadapav,Fastfood,20,1,20,Online,Mrs.,Night
775,3/27/2023,Sandwich,Fastfood,60,6,360,Cash,Mr.,Night
776,02-07-2023,Frankie,Fastfood,50,10,500,Cash,Mr.,Midnight
777,10/23/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Morning
778,06-11-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Evening
779,1/16/2023,Sandwich,Fastfood,60,13,780,,Mr.,Night
780,11/27/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Afternoon
781,5/27/2022,Aalopuri,Fastfood,20,10,200,Online,Mr.,Midnight
782,12/16/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Night
783,4/29/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Morning
784,07-09-2022,Vadapav,Fastfood,20,8,160,Cash,Mrs.,Morning
785,12-07-2022,Aalopuri,Fastfood,20,2,40,Online,Mr.,Afternoon
786,3/13/2023,Sandwich,Fastfood,60,14,840,Online,Mrs.,Night
787,3/25/2023,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon
788,8/13/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
789,08-03-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning
790,7/20/2022,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Evening
791,04-07-2022,Vadapav,Fastfood,20,3,60,,Mr.,Midnight
792,2/25/2023,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Morning
793,8/30/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Night
794,10-02-2022,Sugarcane juice,Beverages,25,5,125,Online,Mr.,Afternoon
795,01-10-2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Evening
796,6/25/2022,Sugarcane juice,Beverages,25,14,350,Online,Mr.,Night
797,11/26/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night
798,5/22/2022,Frankie,Fastfood,50,12,600,,Mr.,Night
799,01-11-2023,Panipuri,Fastfood,20,1,20,Online,Mrs.,Night
800,11-06-2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night
801,4/28/2022,Aalopuri,Fastfood,20,7,140,Cash,Mrs.,Evening
802,1/23/2023,Sandwich,Fastfood,60,7,420,Online,Mrs.,Afternoon
803,8/27/2022,Vadapav,Fastfood,20,5,100,,Mr.,Night
804,10-11-2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Night
805,05-08-2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon
806,5/23/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening
807,6/13/2022,Frankie,Fastfood,50,1,50,Online,Mrs.,Midnight
808,9/21/2022,Panipuri,Fastfood,20,1,20,Online,Mr.,Morning
809,12-12-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Evening
810,12/27/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Morning
811,03-02-2023,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Afternoon
812,08-08-2022,Panipuri,Fastfood,20,5,100,Cash,Mr.,Afternoon
813,10/13/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Afternoon
814,10-05-2022,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Midnight
815,4/20/2022,Cold coffee,Beverages,40,12,480,Online,Mrs.,Afternoon
816,01-11-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Morning
817,5/21/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Evening
818,2/28/2023,Frankie,Fastfood,50,6,300,Cash,Mr.,Night
819,10-12-2022,Vadapav,Fastfood,20,10,200,Cash,Mr.,Evening
820,2/24/2023,Aalopuri,Fastfood,20,3,60,,Mr.,Midnight
821,7/24/2022,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Midnight
822,6/17/2022,Panipuri,Fastfood,20,12,240,Online,Mr.,Morning
823,2/13/2023,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight
824,1/18/2023,Vadapav,Fastfood,20,2,40,Online,Mrs.,Evening
825,10/30/2022,Panipuri,Fastfood,20,14,280,Cash,Mrs.,Morning
826,12-02-2022,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Night
827,01-06-2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
828,8/18/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
829,9/19/2022,Cold coffee,Beverages,40,6,240,Cash,Mr.,Night
830,11/28/2022,Cold coffee,Beverages,40,9,360,,Mr.,Night
831,08-01-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Morning
832,06-06-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning
833,09-01-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening
834,5/25/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening
835,9/27/2022,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
836,8/31/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight
837,5/19/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
838,7/31/2022,Cold coffee,Beverages,40,9,360,Online,Mrs.,Morning
839,05-08-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Afternoon
840,2/18/2023,Cold coffee,Beverages,40,15,600,,Mrs.,Midnight
841,02-03-2023,Vadapav,Fastfood,20,9,180,Cash,Mr.,Night
842,5/25/2022,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Evening
843,07-04-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Morning
844,05-04-2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Morning
845,07-01-2022,Cold coffee,Beverages,40,6,240,Online,Mrs.,Evening
846,4/20/2022,Aalopuri,Fastfood,20,5,100,Online,Mr.,Afternoon
847,8/14/2022,Panipuri,Fastfood,20,11,220,Online,Mr.,Midnight
848,11-10-2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Night
849,11-03-2022,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night
850,8/20/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Afternoon
851,1/28/2023,Aalopuri,Fastfood,20,15,300,Online,Mrs.,Night
852,05-05-2022,Sugarcane juice,Beverages,25,8,200,Online,Mr.,Night
853,2/17/2023,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight
854,10/14/2022,Cold coffee,Beverages,40,14,560,Online,Mrs.,Night
855,10/23/2022,Vadapav,Fastfood,20,5,100,Online,Mr.,Evening
856,05-04-2022,Aalopuri,Fastfood,20,11,220,Cash,Mrs.,Night
857,11-08-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening
858,11/22/2022,Cold coffee,Beverages,40,9,360,Cash,Mr.,Evening
859,10-08-2022,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Midnight
860,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night
861,1/24/2023,Sugarcane juice,Beverages,25,8,200,Cash,Mrs.,Night
862,03-10-2023,Frankie,Fastfood,50,7,350,Online,Mr.,Night
863,09-08-2022,Frankie,Fastfood,50,9,450,Online,Mr.,Night
864,8/20/2022,Cold coffee,Beverages,40,9,360,Online,Mr.,Morning
865,1/23/2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Night
866,8/13/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight
867,1/26/2023,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight
868,8/17/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Evening
869,6/26/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Midnight
870,10/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Afternoon
871,12-07-2022,Vadapav,Fastfood,20,14,280,,Mrs.,Evening
872,7/14/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Afternoon
873,05-09-2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
874,05-09-2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Midnight
875,08-05-2022,Vadapav,Fastfood,20,15,300,Cash,Mr.,Evening
876,06-10-2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening
877,10/27/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Afternoon
878,08-12-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening
879,11-06-2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Evening
880,6/25/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning
881,5/25/2022,Sandwich,Fastfood,60,2,120,Cash,Mr.,Midnight
882,4/23/2022,Panipuri,Fastfood,20,9,180,Online,Mr.,Morning
883,8/24/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Midnight
884,03-01-2023,Vadapav,Fastfood,20,12,240,Online,Mr.,Night
885,10/16/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening
886,7/21/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Night
887,10/24/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning
888,09-05-2022,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening
889,04-12-2022,Vadapav,Fastfood,20,10,200,Online,Mr.,Midnight
890,03-03-2023,Sugarcane juice,Beverages,25,5,125,Cash,Mrs.,Morning
891,12/27/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Midnight
892,7/14/2022,Sugarcane juice,Beverages,25,7,175,Online,Mrs.,Evening
893,7/13/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Afternoon
894,3/19/2023,Sandwich,Fastfood,60,15,900,Cash,Mr.,Morning
895,01-03-2023,Sugarcane juice,Beverages,25,11,275,Cash,Mr.,Afternoon
896,10/30/2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Night
897,8/22/2022,Aalopuri,Fastfood,20,6,120,Online,Mr.,Morning
898,03-02-2023,Frankie,Fastfood,50,8,400,Cash,Mr.,Afternoon
899,1/24/2023,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight
900,12-07-2022,Sugarcane juice,Beverages,25,9,225,Online,Mr.,Afternoon
901,12/24/2022,Vadapav,Fastfood,20,7,140,Online,Mrs.,Morning
902,11/23/2022,Frankie,Fastfood,50,4,200,Online,Mr.,Afternoon
903,01-01-2023,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night
904,03-12-2023,Aalopuri,Fastfood,20,4,80,Cash,Mrs.,Midnight
905,12/13/2022,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight
906,04-04-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon
907,10/19/2022,Cold coffee,Beverages,40,4,160,,Mrs.,Midnight
908,03-06-2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
909,2/21/2023,Cold coffee,Beverages,40,12,480,Online,Mrs.,Morning
910,10-09-2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon
911,04-09-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Evening
912,9/17/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Evening
913,2/15/2023,Frankie,Fastfood,50,15,750,Online,Mr.,Evening
914,03-01-2023,Sandwich,Fastfood,60,14,840,Cash,Mr.,Night
915,10-07-2022,Cold coffee,Beverages,40,7,280,Online,Mr.,Afternoon
916,11/17/2022,Cold coffee,Beverages,40,15,600,,Mrs.,Afternoon
917,5/15/2022,Vadapav,Fastfood,20,15,300,Online,Mr.,Evening
918,11-12-2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Evening
919,01-03-2023,Vadapav,Fastfood,20,8,160,Online,Mrs.,Evening
920,07-12-2022,Frankie,Fastfood,50,13,650,Online,Mr.,Evening
921,9/21/2022,Vadapav,Fastfood,20,14,280,Cash,Mr.,Midnight
922,6/13/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Evening
923,5/30/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Morning
924,12/17/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Afternoon
925,04-10-2022,Frankie,Fastfood,50,4,200,Online,Mrs.,Afternoon
926,2/27/2023,Frankie,Fastfood,50,15,750,Cash,Mrs.,Afternoon
927,12-02-2022,Cold coffee,Beverages,40,6,240,,Mrs.,Evening
928,04-07-2022,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening
929,06-06-2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night
930,11/27/2022,Sugarcane juice,Beverages,25,10,250,Online,Mr.,Night
931,6/26/2022,Aalopuri,Fastfood,20,15,300,Cash,Mr.,Afternoon
932,10/18/2022,Sandwich,Fastfood,60,9,540,Online,Mr.,Afternoon
933,1/21/2023,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Afternoon
934,9/19/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Afternoon
935,2/17/2023,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight
936,08-10-2022,Panipuri,Fastfood,20,2,40,,Mr.,Midnight
937,6/22/2022,Panipuri,Fastfood,20,4,80,Cash,Mr.,Night
938,08-10-2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Evening
939,2/19/2023,Vadapav,Fastfood,20,15,300,Online,Mr.,Midnight
940,02-07-2023,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Midnight
941,02-10-2023,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning
942,7/20/2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Night
943,6/30/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Night
944,05-12-2022,Aalopuri,Fastfood,20,2,40,Cash,Mr.,Midnight
945,5/15/2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Afternoon
946,2/21/2023,Sandwich,Fastfood,60,8,480,Cash,Mr.,Midnight
947,8/16/2022,Aalopuri,Fastfood,20,11,220,Online,Mr.,Night
948,1/16/2023,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening
949,01-07-2023,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Evening
950,9/25/2022,Frankie,Fastfood,50,6,300,Online,Mrs.,Evening
951,11-11-2022,Panipuri,Fastfood,20,11,220,Cash,Mrs.,Afternoon
952,9/24/2022,Aalopuri,Fastfood,20,14,280,Cash,Mrs.,Evening
953,11-10-2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Afternoon
954,1/31/2023,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Midnight
955,1/27/2023,Sugarcane juice,Beverages,25,7,175,Online,Mr.,Afternoon
956,4/30/2022,Frankie,Fastfood,50,13,650,Online,Mr.,Morning
957,02-08-2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Midnight
958,5/22/2022,Sandwich,Fastfood,60,11,660,Online,Mrs.,Night
959,11/28/2022,Vadapav,Fastfood,20,8,160,Online,Mrs.,Midnight
960,08-12-2022,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Evening
961,3/14/2023,Frankie,Fastfood,50,13,650,Cash,Mr.,Night
962,5/18/2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Afternoon
963,10-05-2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Morning
964,05-07-2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening
965,10-08-2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night
966,3/19/2023,Panipuri,Fastfood,20,11,220,Online,Mrs.,Morning
967,6/29/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon
968,08-09-2022,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning
969,11-06-2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning
970,11/21/2022,Aalopuri,Fastfood,20,5,100,Online,Mrs.,Afternoon
971,10-02-2022,Frankie,Fastfood,50,2,100,Cash,Mrs.,Morning
972,03-11-2023,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Afternoon
973,06-07-2022,Sugarcane juice,Beverages,25,1,25,,Mrs.,Morning
974,1/28/2023,Vadapav,Fastfood,20,13,260,Online,Mr.,Afternoon
975,1/15/2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Midnight
976,4/17/2022,Sugarcane juice,Beverages,25,11,275,,Mrs.,Morning
977,01-05-2023,Aalopuri,Fastfood,20,1,20,Cash,Mr.,Evening
978,10-08-2022,Frankie,Fastfood,50,2,100,Online,Mr.,Night
979,5/21/2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Midnight
980,6/20/2022,Vadapav,Fastfood,20,9,180,Online,Mr.,Morning
981,1/22/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight
982,3/30/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night
983,3/17/2023,Cold coffee,Beverages,40,10,400,,Mrs.,Night
984,01-07-2023,Frankie,Fastfood,50,3,150,Cash,Mr.,Afternoon
985,6/14/2022,Frankie,Fastfood,50,1,50,Cash,Mrs.,Afternoon
986,4/30/2022,Sugarcane juice,Beverages,25,13,325,Online,Mr.,Night
987,01-04-2023,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening
988,01-03-2023,Frankie,Fastfood,50,13,650,,Mrs.,Night
989,10-11-2022,Cold coffee,Beverages,40,13,520,Cash,Mr.,Afternoon
990,11/24/2022,Vadapav,Fastfood,20,10,200,Online,Mrs.,Morning
991,1/18/2023,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Night
992,10/21/2022,Sandwich,Fastfood,60,5,300,Cash,Mr.,Morning
993,7/17/2022,Frankie,Fastfood,50,3,150,Online,Mrs.,Night
994,11-01-2022,Panipuri,Fastfood,20,2,40,Online,Mrs.,Evening
995,6/18/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night
996,3/19/2023,Frankie,Fastfood,50,10,500,,Mrs.,Evening
997,9/20/2022,Sandwich,Fastfood,60,7,420,,Mr.,Evening
998,1/26/2023,Sandwich,Fastfood,60,13,780,,Mr.,Evening
999,8/27/2022,Panipuri,Fastfood,20,5,100,,Mrs.,Afternoon
1000,5/29/2022,Aalopuri,Fastfood,20,3,60,Online,Mrs.,Midnight
