,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
9466,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9467,Resort Hotel,1,45,2016,December,49,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,1,Canceled,2016-10-24
9468,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9469,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9470,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9471,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9472,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9473,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9474,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9475,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9476,Resort Hotel,1,128,2016,December,49,3,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2016-11-23
9477,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9478,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9479,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9480,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9481,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9482,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9483,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9484,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9485,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9486,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9487,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9488,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9489,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9490,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9491,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9492,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9493,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9494,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9495,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9496,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9497,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9498,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9499,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9500,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9501,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9502,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9503,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9504,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9505,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9506,Resort Hotel,1,183,2016,December,49,3,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,38.0,,0,Transient,72.0,0,0,Canceled,2016-10-26
9507,Resort Hotel,1,102,2016,December,50,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,275.0,,0,Transient,30.6,0,0,Canceled,2016-12-04
9508,Resort Hotel,1,14,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Canceled,2016-12-02
9509,Resort Hotel,1,14,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Canceled,2016-11-29
9510,Resort Hotel,1,85,2016,December,50,5,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,44.33,0,1,Canceled,2016-10-15
9511,Resort Hotel,1,14,2016,December,50,5,1,2,1,0.0,0,Undefined,PRT,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,0.0,0,0,Canceled,2016-11-30
9512,Resort Hotel,1,14,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Canceled,2016-11-29
9513,Resort Hotel,1,14,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Canceled,2016-11-30
9514,Resort Hotel,1,14,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,84.0,0,0,Canceled,2016-11-29
9515,Resort Hotel,1,3,2016,December,50,5,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,42.0,0,0,Canceled,2016-12-02
9516,Resort Hotel,1,67,2016,December,50,5,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.38,0,1,Canceled,2016-10-18
9517,Resort Hotel,1,239,2016,December,50,5,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-07-03
9518,Resort Hotel,1,95,2016,December,50,5,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,39.06,0,0,Canceled,2016-09-01
9519,Resort Hotel,0,1,2016,December,50,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,34.0,1,0,Check-Out,2016-12-07
9520,Resort Hotel,1,34,2016,December,50,6,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,63.0,0,0,Canceled,2016-11-28
9521,Resort Hotel,1,51,2016,December,50,6,0,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,136.0,0,0,Canceled,2016-12-03
9522,Resort Hotel,1,57,2016,December,50,6,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-10-15
9523,Resort Hotel,1,65,2016,December,50,6,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,1,Canceled,2016-10-03
9524,Resort Hotel,1,95,2016,December,50,6,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,0,Canceled,2016-09-02
9525,Resort Hotel,1,75,2016,December,50,6,0,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,No-Show,2016-12-06
9526,Resort Hotel,1,35,2016,December,50,7,0,4,2,1.0,0,FB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,120.5,0,0,Canceled,2016-11-24
9527,Resort Hotel,1,57,2016,December,50,7,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,33.3,0,0,Canceled,2016-11-25
9528,Resort Hotel,1,82,2016,December,50,7,0,4,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,86.4,0,0,Canceled,2016-11-02
9529,Resort Hotel,1,16,2016,December,50,7,0,4,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177.0,,0,Transient,96.0,0,0,No-Show,2016-12-07
9530,Resort Hotel,1,33,2016,December,50,7,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,2,Canceled,2016-11-10
9531,Resort Hotel,1,21,2016,December,50,7,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,57.6,0,2,No-Show,2016-12-07
9532,Resort Hotel,1,38,2016,December,50,8,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,0,Canceled,2016-11-01
9533,Resort Hotel,1,16,2016,December,50,8,0,1,1,0.0,0,BB,GGY,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,65.0,0,0,Canceled,2016-12-08
9534,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9535,Resort Hotel,1,38,2016,December,50,8,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,0,Canceled,2016-11-01
9536,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9537,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9538,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9539,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9540,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9541,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9542,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9543,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9544,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9545,Resort Hotel,1,22,2016,December,50,8,0,3,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,80.0,0,0,Canceled,2016-12-03
9546,Resort Hotel,1,99,2016,December,50,8,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,54.0,0,1,Canceled,2016-09-02
9547,Resort Hotel,1,92,2016,December,50,8,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,0,Canceled,2016-09-08
9548,Resort Hotel,1,105,2016,December,50,8,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,37.8,0,3,Canceled,2016-11-24
9549,Resort Hotel,1,149,2016,December,50,8,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Canceled,2016-08-04
9550,Resort Hotel,1,200,2016,December,50,8,2,8,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,46.8,0,3,Canceled,2016-11-03
9551,Resort Hotel,1,86,2016,December,50,8,4,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,50.2,0,0,Canceled,2016-10-17
9552,Resort Hotel,1,63,2016,December,50,9,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,339.0,,0,Transient,26.64,0,0,Canceled,2016-12-05
9553,Resort Hotel,1,92,2016,December,50,9,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,2,Canceled,2016-09-13
9554,Resort Hotel,1,26,2016,December,50,9,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,70.07,0,1,Canceled,2016-11-16
9555,Resort Hotel,1,4,2016,December,50,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,1,Canceled,2016-12-10
9556,Resort Hotel,1,12,2016,December,50,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0,0,Canceled,2016-11-28
9557,Resort Hotel,1,71,2016,December,50,10,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-11-04
9558,Resort Hotel,1,23,2016,December,50,10,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,72.0,0,1,Canceled,2016-11-27
9559,Resort Hotel,1,23,2016,December,50,10,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,72.0,0,0,Canceled,2016-11-27
9560,Resort Hotel,1,51,2016,December,50,10,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,78.0,0,0,Canceled,2016-10-20
9561,Resort Hotel,1,25,2016,December,50,10,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.0,0,1,Canceled,2016-11-18
9562,Resort Hotel,1,58,2016,December,50,10,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,68.0,0,1,Canceled,2016-10-15
9563,Resort Hotel,1,20,2016,December,51,11,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,63.0,0,3,Canceled,2016-11-30
9564,Resort Hotel,1,81,2016,December,51,11,2,0,3,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,87.0,0,0,Canceled,2016-09-22
9565,Resort Hotel,1,152,2016,December,51,11,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,55.8,0,0,Canceled,2016-08-22
9566,Resort Hotel,1,5,2016,December,51,12,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,39.0,0,0,Canceled,2016-12-08
9567,Resort Hotel,1,5,2016,December,51,12,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,39.0,0,0,Canceled,2016-12-08
9568,Resort Hotel,1,48,2016,December,51,12,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,78.0,0,2,Canceled,2016-11-01
9569,Resort Hotel,1,5,2016,December,51,12,5,13,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,10.0,,0,Transient,41.4,0,0,Canceled,2016-12-07
9570,Resort Hotel,1,1,2016,December,51,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,178.0,0,Transient,4.0,0,0,Canceled,2016-12-13
9571,Resort Hotel,1,210,2016,December,51,13,8,20,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,47.57,0,0,Canceled,2016-07-19
9572,Resort Hotel,1,0,2016,December,51,14,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,44.0,0,0,Canceled,2016-12-14
9573,Resort Hotel,1,245,2016,December,51,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,2016-04-25
9574,Resort Hotel,1,245,2016,December,51,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,2016-04-25
9575,Resort Hotel,1,50,2016,December,51,15,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,0,Canceled,2016-11-03
9576,Resort Hotel,1,50,2016,December,51,15,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2016-11-03
9577,Resort Hotel,1,125,2016,December,51,15,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,82.8,0,1,Canceled,2016-09-02
9578,Resort Hotel,1,45,2016,December,51,16,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,0,Canceled,2016-11-01
9579,Resort Hotel,1,23,2016,December,51,16,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Canceled,2016-12-16
9580,Resort Hotel,1,15,2016,December,51,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,35.12,0,0,Canceled,2016-12-03
9581,Resort Hotel,1,121,2016,December,51,16,2,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.8,0,2,Canceled,2016-10-24
9582,Resort Hotel,1,38,2016,December,51,16,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,240.0,,0,Transient,66.0,0,1,Canceled,2016-11-14
9583,Resort Hotel,1,17,2016,December,51,16,1,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,64.0,0,0,Canceled,2016-12-08
9584,Resort Hotel,1,19,2016,December,51,17,0,1,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient-Party,95.0,0,0,Canceled,2016-12-05
9585,Resort Hotel,1,4,2016,December,51,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,63.0,0,2,Canceled,2016-12-15
9586,Resort Hotel,1,86,2016,December,51,17,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,2,Canceled,2016-11-21
9587,Resort Hotel,1,52,2016,December,51,17,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436.0,,0,Transient-Party,27.0,0,1,No-Show,2016-12-17
9588,Resort Hotel,1,53,2016,December,51,17,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,2,Canceled,2016-10-26
9589,Resort Hotel,1,52,2016,December,51,17,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436.0,,0,Transient-Party,27.0,0,1,No-Show,2016-12-17
9590,Resort Hotel,1,53,2016,December,51,17,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,2,Canceled,2016-10-26
9591,Resort Hotel,1,79,2016,December,51,17,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-12-04
9592,Resort Hotel,1,11,2016,December,51,17,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,1,No-Show,2016-12-17
9593,Resort Hotel,1,49,2016,December,51,17,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,93.0,0,0,Canceled,2016-10-29
9594,Resort Hotel,1,60,2016,December,51,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Canceled,2016-11-01
9595,Resort Hotel,1,105,2016,December,51,17,2,6,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,2016-10-04
9596,Resort Hotel,1,14,2016,December,51,17,3,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,86.22,0,1,Canceled,2016-12-06
9597,Resort Hotel,1,200,2016,December,51,17,6,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.67,0,0,Canceled,2016-06-03
9598,Resort Hotel,1,206,2016,December,51,17,6,12,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,34.8,0,0,Canceled,2016-05-31
